person,position,start_precision,start,end_precision,end
https://www.wikidata.org/entity/Q77113,https://www.wikidata.org/wiki/Q17854096,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q710717,https://www.wikidata.org/wiki/Q20056508,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q187519,https://www.wikidata.org/wiki/Q29168087,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q28989,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q497915,https://www.wikidata.org/wiki/Q26943762,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q208082,https://www.wikidata.org/wiki/Q29168087,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q243122,https://www.wikidata.org/wiki/Q58005590,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q150620,https://www.wikidata.org/wiki/Q22923081,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q232323,https://www.wikidata.org/wiki/Q58005513,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q244616,https://www.wikidata.org/wiki/Q14211,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q1413,https://www.wikidata.org/wiki/Q842606,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q273273,https://www.wikidata.org/wiki/Q29168087,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q550616,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q2625725,https://www.wikidata.org/wiki/Q17167403,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q2594607,https://www.wikidata.org/wiki/Q2498120,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q507115,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q378043,https://www.wikidata.org/wiki/Q14211,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q2747456,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q47595,https://www.wikidata.org/wiki/Q58005590,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q312583,https://www.wikidata.org/wiki/Q14211,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q193658,https://www.wikidata.org/wiki/Q29168087,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q312110,https://www.wikidata.org/wiki/Q58005590,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q43915,https://www.wikidata.org/wiki/Q181765,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q2625725,https://www.wikidata.org/wiki/Q17167403,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q208663,https://www.wikidata.org/wiki/Q14211,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q1414,https://www.wikidata.org/wiki/Q842606,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q2646,https://www.wikidata.org/wiki/Q157740,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q242832,https://www.wikidata.org/wiki/Q29168087,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q150512,https://www.wikidata.org/wiki/Q181765,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q2502278,https://www.wikidata.org/wiki/Q2498120,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q438913,https://www.wikidata.org/wiki/Q17854096,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q316859,https://www.wikidata.org/wiki/Q58005590,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q1416,https://www.wikidata.org/wiki/Q842606,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q205289,https://www.wikidata.org/wiki/Q29168087,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q2646,https://www.wikidata.org/wiki/Q157740,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q312593,https://www.wikidata.org/wiki/Q2484309,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q298808,https://www.wikidata.org/wiki/Q58005590,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q269085,https://www.wikidata.org/wiki/Q26943762,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q378043,https://www.wikidata.org/wiki/Q14211,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q151090,https://www.wikidata.org/wiki/Q181765,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q159575,https://www.wikidata.org/wiki/Q22923081,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q1417,https://www.wikidata.org/wiki/Q842606,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q70581,https://www.wikidata.org/wiki/Q17850767,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q178918,https://www.wikidata.org/wiki/Q22923081,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q15615597,https://www.wikidata.org/wiki/Q2498120,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q606722,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q103556,https://www.wikidata.org/wiki/Q181765,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q312573,https://www.wikidata.org/wiki/Q18019039,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q1419,https://www.wikidata.org/wiki/Q842606,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q57159,https://www.wikidata.org/wiki/Q17850767,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q310963,https://www.wikidata.org/wiki/Q58005590,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q2502278,https://www.wikidata.org/wiki/Q2498120,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q178908,https://www.wikidata.org/wiki/Q22923081,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q157208,https://www.wikidata.org/wiki/Q14211,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q2502306,https://www.wikidata.org/wiki/Q2498120,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q152256,https://www.wikidata.org/wiki/Q181765,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q57158,https://www.wikidata.org/wiki/Q17850767,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q310421,https://www.wikidata.org/wiki/Q57979691,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q262363,https://www.wikidata.org/wiki/Q58005590,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q77156,https://www.wikidata.org/wiki/Q17850767,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q887431,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q1421,https://www.wikidata.org/wiki/Q842606,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q312104,https://www.wikidata.org/wiki/Q58005590,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q4398422,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q153023,https://www.wikidata.org/wiki/Q181765,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q128902,https://www.wikidata.org/wiki/Q14211,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q58907,https://www.wikidata.org/wiki/Q22923081,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q60094,https://www.wikidata.org/wiki/Q181765,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q312577,https://www.wikidata.org/wiki/Q14211,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q60150,https://www.wikidata.org/wiki/Q17850767,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q297278,https://www.wikidata.org/wiki/Q58005590,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q2502278,https://www.wikidata.org/wiki/Q2498120,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q1423,https://www.wikidata.org/wiki/Q842606,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q165883,https://www.wikidata.org/wiki/Q22923081,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q134259,https://www.wikidata.org/wiki/Q22923081,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q2512396,https://www.wikidata.org/wiki/Q2498120,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q77179,https://www.wikidata.org/wiki/Q29034484,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q310918,https://www.wikidata.org/wiki/Q58005590,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q34428,https://www.wikidata.org/wiki/Q18384454,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q1424,https://www.wikidata.org/wiki/Q842606,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q128902,https://www.wikidata.org/wiki/Q14211,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q161204,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q312596,https://www.wikidata.org/wiki/Q14211,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q2512396,https://www.wikidata.org/wiki/Q2498120,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q2632610,https://www.wikidata.org/wiki/Q3253413,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q165284,https://www.wikidata.org/wiki/Q18384454,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q157208,https://www.wikidata.org/wiki/Q14211,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q151707,https://www.wikidata.org/wiki/Q181765,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q1425,https://www.wikidata.org/wiki/Q842606,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q45859,https://www.wikidata.org/wiki/Q58005590,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q103955,https://www.wikidata.org/wiki/Q17850767,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q2512380,https://www.wikidata.org/wiki/Q2498120,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q157133,https://www.wikidata.org/wiki/Q782985,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q233992,https://www.wikidata.org/wiki/Q14211,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q12860,https://www.wikidata.org/wiki/Q58631963,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q346,https://www.wikidata.org/wiki/Q18384454,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q77183,https://www.wikidata.org/wiki/Q17850767,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q77189,https://www.wikidata.org/wiki/Q181765,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q1427,https://www.wikidata.org/wiki/Q842606,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q2501720,https://www.wikidata.org/wiki/Q2498120,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q171136,https://www.wikidata.org/wiki/Q58005590,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q312569,https://www.wikidata.org/wiki/Q14211,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q219731,https://www.wikidata.org/wiki/Q41582534,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q130875,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q157537,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q1429,https://www.wikidata.org/wiki/Q842606,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q172203,https://www.wikidata.org/wiki/Q18384454,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q1433,https://www.wikidata.org/wiki/Q842606,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q157098,https://www.wikidata.org/wiki/Q58557987,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q2394287,https://www.wikidata.org/wiki/Q2498120,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q32500,https://www.wikidata.org/wiki/Q58637583,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q130969,https://www.wikidata.org/wiki/Q29166132,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q312591,https://www.wikidata.org/wiki/Q14211,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q1430,https://www.wikidata.org/wiki/Q842606,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q155419,https://www.wikidata.org/wiki/Q30185,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q299291,https://www.wikidata.org/wiki/Q21639522,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q8384,https://www.wikidata.org/wiki/Q58678890,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q77183,https://www.wikidata.org/wiki/Q17850767,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q8404,https://www.wikidata.org/wiki/Q12097,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q2502260,https://www.wikidata.org/wiki/Q2498120,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q79789,https://www.wikidata.org/wiki/Q782985,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q150953,https://www.wikidata.org/wiki/Q181765,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q131691,https://www.wikidata.org/wiki/Q14211,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q8433,https://www.wikidata.org/wiki/Q18384454,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q157537,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q3918735,https://www.wikidata.org/wiki/Q2498120,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q1434,https://www.wikidata.org/wiki/Q842606,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q130875,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q2577157,https://www.wikidata.org/wiki/Q2498120,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q34464,https://www.wikidata.org/wiki/Q1542521,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q34417,https://www.wikidata.org/wiki/Q1542521,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q312567,https://www.wikidata.org/wiki/Q41582534,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q121130,https://www.wikidata.org/wiki/Q782985,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q294662,https://www.wikidata.org/wiki/Q14211,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q1440,https://www.wikidata.org/wiki/Q842606,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q1436,https://www.wikidata.org/wiki/Q842606,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q57158,https://www.wikidata.org/wiki/Q17850767,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q691402,https://www.wikidata.org/wiki/Q1542521,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q174964,https://www.wikidata.org/wiki/Q18384454,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q201053,https://www.wikidata.org/wiki/Q20056508,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q2588908,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q169992,https://www.wikidata.org/wiki/Q460244,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q151457,https://www.wikidata.org/wiki/Q181765,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q155398,https://www.wikidata.org/wiki/Q17850767,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q170586,https://www.wikidata.org/wiki/Q18384454,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q131691,https://www.wikidata.org/wiki/Q14211,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q36174,https://www.wikidata.org/wiki/Q1542521,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q29236,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q3918735,https://www.wikidata.org/wiki/Q2498120,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q130221,https://www.wikidata.org/wiki/Q782985,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q237960,https://www.wikidata.org/wiki/Q20056508,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q312567,https://www.wikidata.org/wiki/Q41582534,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q167782,https://www.wikidata.org/wiki/Q18384454,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q157537,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q181875,https://www.wikidata.org/wiki/Q14211,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q130875,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q150552,https://www.wikidata.org/wiki/Q17850767,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q2659844,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q2621664,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q160349,https://www.wikidata.org/wiki/Q18384454,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q157179,https://www.wikidata.org/wiki/Q27922408,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q181875,https://www.wikidata.org/wiki/Q14211,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q1442,https://www.wikidata.org/wiki/Q842606,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q1446,https://www.wikidata.org/wiki/Q842606,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q19281006,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q237829,https://www.wikidata.org/wiki/Q14211,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q160337,https://www.wikidata.org/wiki/Q18810062,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q183089,https://www.wikidata.org/wiki/Q842606,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q2494481,https://www.wikidata.org/wiki/Q2498120,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q1205,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q157259,https://www.wikidata.org/wiki/Q14211,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q133372,https://www.wikidata.org/wiki/Q18384454,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q548187,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q106151,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q24631,https://www.wikidata.org/wiki/Q14211,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q992978,https://www.wikidata.org/wiki/Q2498120,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q1752,https://www.wikidata.org/wiki/Q842606,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q8058,https://www.wikidata.org/wiki/Q18384454,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q352,https://www.wikidata.org/wiki/Q7050658,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q638389,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q311575,https://www.wikidata.org/wiki/Q26943762,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q1762,https://www.wikidata.org/wiki/Q842606,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q46840,https://www.wikidata.org/wiki/Q188751,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q2494481,https://www.wikidata.org/wiki/Q2498120,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q134452,https://www.wikidata.org/wiki/Q18384454,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q193656,https://www.wikidata.org/wiki/Q14211,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q852111,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q259083,https://www.wikidata.org/wiki/Q20056508,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q389024,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q259126,https://www.wikidata.org/wiki/Q20056508,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q237829,https://www.wikidata.org/wiki/Q14211,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q332516,https://www.wikidata.org/wiki/Q26943762,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q76956,https://www.wikidata.org/wiki/Q782985,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q193656,https://www.wikidata.org/wiki/Q14211,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q58514,https://www.wikidata.org/wiki/Q18384454,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q1343016,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q447420,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q252841,https://www.wikidata.org/wiki/Q20056508,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q153956,https://www.wikidata.org/wiki/Q782985,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q157259,https://www.wikidata.org/wiki/Q14211,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q160101,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q20096905,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q129857,https://www.wikidata.org/wiki/Q18384454,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q2621845,https://www.wikidata.org/wiki/Q26943762,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q132548,https://www.wikidata.org/wiki/Q18384454,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q237829,https://www.wikidata.org/wiki/Q14211,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q41749,https://www.wikidata.org/wiki/Q17850767,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q132545,https://www.wikidata.org/wiki/Q18384454,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q1769,https://www.wikidata.org/wiki/Q842606,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q28989,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q152717,https://www.wikidata.org/wiki/Q181765,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q1782,https://www.wikidata.org/wiki/Q842606,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q2621845,https://www.wikidata.org/wiki/Q26943762,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q4411630,N/A,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q1777,https://www.wikidata.org/wiki/Q842606,N/A,N/A,N/A,N/A
https://www.wikidata.org/entity/Q134309,https://www.wikidata.org/wiki/Q18384454,N/A,N/A,N/A,N/A
